"name","genres","popularity","related_artists"
"Pandrezz","['lo-fi study']",52,"['G Mills', 'goosetaf', 'Epektase']"
"Nirvana","['grunge', 'permanent wave', 'rock']",84,"['Foo Fighters', 'Pixies', 'System Of A Down']"
"Chau Sara","['lo-fi study']",43,"['Nogymx', 'sftspkn', 'Ayzic']"
"goosetaf","['chillhop', 'lo-fi beats']",48,"['G Mills', 'Chris Mazuera', 'Epektase']"
"BVG","['lo-fi chill', 'lo-fi study']",48,"['møndberg', ""no one's perfect"", 'Ky akasha']"
"John Legend","['neo soul', 'pop', 'pop soul', 'urban contemporary']",77,"['Sam Smith', 'Adele', 'Ed Sheeran']"
"Sum 41","['alternative metal', 'canadian pop punk', 'canadian punk', 'modern rock', 'pop punk', 'post-grunge', 'punk', 'rock']",75,"['blink-182', 'Good Charlotte', 'Rise Against']"
"Kenya Grace","['singer-songwriter pop']",69,"['Elley Duhé', 'cassö', 'RAYE']"
"Stealers Wheel","['folk rock']",64,"['Buffalo Springfield', 'Norman Greenbaum', 'The Rolling Stones']"
"W O L F C L U B","['british choir', 'cambridge choir', 'choral']",54,"['Stephen Cleobury', 'John Rutter', 'Toronto Symphony Orchestra']"
"Bobby Hebb","['northern soul']",54,"['Dusty Springfield', 'Otis Redding', 'Bill Withers']"
"MR TOUT LE MONDE","['new french touch']",63,"['PLÜM', 'Sara Costa', 'Queen D']"
"The Neighbourhood","['modern alternative rock', 'modern rock', 'pop']",86,"['Beach Weather', 'Cults', 'Arctic Monkeys']"
"Aerosmith","['album rock', 'classic rock', 'hard rock', 'rock']",77,"[""Guns N' Roses"", 'Bon Jovi', 'Queen']"
"Sonic's Rendezvous Band","['protopunk', ""punk 'n' roll""]",16,"['Rocket From The Tombs', 'DMZ', 'The Nomads']"
"Ava Max","['pop']",81,"['Anne-Marie', 'Bebe Rexha', 'Dua Lipa']"
"Megan Thee Stallion","['houston rap', 'pop', 'rap', 'trap queen']",83,"['Tinashe', 'Doechii', 'Doja Cat']"
"Green Montana","['belgian hip hop', 'cloud rap francais', 'french hip hop', 'pop urbaine', 'rap belge', 'rap francais']",62,"['Zed', 'Zola', 'Josman']"
"Soft Cell","['new romantic', 'new wave', 'new wave pop', 'synthpop']",66,"['Dead Or Alive', 'Blondie', 'Eurythmics']"
"John Denver","['classic country pop', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",71,"['Don McLean', 'Neil Diamond', 'Kenny Rogers']"
"Kalaido","['japanese chillhop']",45,"['Huey Daze', 'Kupla', 'G Mills']"
"Ella Fitzgerald","['adult standards', 'jazz', 'jazz blues', 'soul', 'swing', 'vocal jazz']",69,"['Billie Holiday', 'Sarah Vaughan', 'Julie London']"
"Genesis","['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'new romantic', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",68,"['Peter Gabriel', 'Supertramp', 'The Alan Parsons Project']"
"Tom T. Hall","['classic country pop', 'outlaw country']",53,"['Buck Owens', 'Bobby Bare', 'Loretta Lynn']"
"Roddy Ricch","['melodic rap', 'rap', 'trap']",78,"['DaBaby', 'Pop Smoke', 'YNW Melly']"
"Emmit Fenn","['chill house', 'vapor soul']",66,"['Elderbrook', 'Lavern', 'Leo Stannard']"
"Kenny Rogers","['classic country pop', 'country', 'nashville sound', 'soft rock']",71,"['The Bellamy Brothers', 'Neil Diamond', 'Dr. Hook']"
"Tame Impala","['australian psych', 'modern rock', 'neo-psychedelic', 'rock']",81,"['MGMT', 'Gorillaz', 'Mac DeMarco']"
"DARKSIDE","['downtempo', 'electronica']",45,"['Nicolas Jaar', 'Felix Laband', 'Bonobo']"
"Johnny Cash","['arkansas country', 'outlaw country', 'rock']",76,"['Willie Nelson', 'The Highwaymen', 'June Carter Cash']"
"Mike Perry","['pop dance', 'swedish tropical house']",63,"['Hot Shade', 'Seeb', 'Martin Jensen']"
"Hugh Jackman","['hollywood', 'show tunes']",69,"['The Greatest Showman Ensemble', 'Keala Settle', 'Zac Efron']"
"Nuver","['lo-fi study']",47,"['stream_error', 'BVG', 'Ky akasha']"
"Allem Iversom","['lo-fi study']",51,"['Loafy Building', 'H.1', 'Swink']"
"The Spinners","['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']",61,"[""The O'Jays"", 'The Isley Brothers', 'Gladys Knight & The Pips']"
"DaniSogen","['japanese chillhop']",48,"['Raimu', 'Nogymx', 'Tenno']"
"Alexandre Desplat","['french soundtrack', 'orchestral soundtrack', 'soundtrack']",65,"['Nicholas Hooper', 'Thomas Newman', 'Harry Gregson-Williams']"
"will.i.am","['dance pop', 'pop']",75,"['Pitbull', 'Flo Rida', 'LMFAO']"
"Juelz Santana","['gangster rap', 'harlem hip hop', 'hip pop', 'nyc rap', 'pop rap', 'trap']",65,"['Lloyd Banks', 'Ludacris', 'Joe Budden']"
"Shawn Mendes","['canadian pop', 'pop', 'viral pop']",84,"['Ed Sheeran', 'Charlie Puth', 'Sam Smith']"
"Rudimental","['pop dance', 'uk dance', 'uk funky']",72,"['Becky Hill', 'Ella Henderson', 'Jess Glynne']"
"Brett Dennen","['acoustic pop', 'indie folk', 'neo mellow']",49,"['Amos Lee', 'Matt Costa', 'Bob Schneider']"
"Danit","['dance pop', 'girl group', 'hip pop', 'r&b', 'urban contemporary']",48,"['3LW', 'Dream', 'Willa Ford']"
"Kikimoteleba","['rap ivoire']",49,"['Pablo Mas', 'Vegedream', 'IVANN']"
"Rush","['album rock', 'canadian metal', 'classic canadian rock', 'classic rock', 'hard rock', 'progressive rock', 'rock']",66,"['Yes', 'Van Halen', 'Led Zeppelin']"
"The Cornelius Brothers","['spirituals', 'vintage gospel', 'vocal harmony group']",58,"['Rodney Atkins', 'Jon Pardi', 'Lee Brice']"
"Priscilla","['contemporary country', 'modern country pop']",58,"['Ashley Cooke', 'MacKenzie Porter', 'Kameron Marlowe']"
"Plant Guy","['lo-fi study']",45,"['møndberg', 'Zadbeatz', 'Kinissue']"
"Leto","['contemporary r&b', 'hip pop', 'r&b', 'urban contemporary']",30,"['Tammy Rivera', 'Demetria McKinney', 'Xscap3']"
"Franco Micalizzi","['vintage italian soundtrack']",40,"['Luis Bacalov', 'Annibale', 'Maurizio De Angelis']"
"Young Money","['dirty south rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",62,"['Waka Flocka Flame', 'T.I.', '2 Chainz']"
"Davido","['afrobeats', 'afropop', 'azontobeats', 'ghanaian hip hop', 'nigerian pop']",73,"['Wande Coal', 'Kizz Daniel', 'Ruger']"
"Pierre de Maere","['french pop']",55,"['Adé', 'Hoshi', 'Nuit Incolore']"
"French Montana","['hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",76,"['Swae Lee', 'G-Eazy', 'Rae Sremmurd']"
"Diana Ross","['adult standards', 'disco', 'motown', 'quiet storm', 'soft rock', 'soul']",66,"['Chaka Khan', 'Barry White', 'The Emotions']"
"Elisapie","['canadian folk', 'canadian indigenous music', 'indie quebecois', 'inuit pop']",38,"['Jeremy Dutcher', 'Kanen', 'Laura Niquay']"
"Souffrance","['french hip hop', 'rap inde']",41,"['Loko', 'Dany Dan', 'BEN plg']"
"Khutko","['lo-fi jazzhop', 'lo-fi study']",40,"['Epona', 'Kaspa.', 'TyLuv.']"
"Empire Of The Sun","['australian dance', 'australian electropop', 'dance rock', 'indietronica', 'neo-synthpop']",78,"['The Temper Trap', 'MGMT', 'Tame Impala']"
"Bausa","['german hip hop']",70,"['Apache 207', 'FOURTY', 'Miksu / Macloud']"
"Sexion d'Assaut","['french hip hop', 'french pop', 'pop urbaine', 'rap conscient']",60,"['Black M', 'Youssoupha', ""Diam's""]"
"The Glitch Mob","['complextro', 'glitch', 'glitch hop', 'indietronica']",60,"['Feed Me', 'NERO', 'OVERWERK']"
"Faith No More","['alternative metal', 'alternative rock', 'funk metal', 'funk rock', 'hard rock', 'nu metal', 'post-grunge', 'rap metal', 'rock']",62,"['Stone Temple Pilots', 'Soundgarden', 'Pearl Jam']"
"2 Chainz","['atl hip hop', 'hip hop', 'pop rap', 'rap', 'southern hip hop', 'trap']",76,"['Lil Wayne', 'Rick Ross', 'Juicy J']"
"Silver","['canadian post-hardcore', 'canadian rock', 'metalcore', 'neon pop punk', 'pop emo', 'pop punk', 'post-hardcore', 'screamo']",60,"['Senses Fail', 'Underoath', 'From First To Last']"
"Lyle Lovett","['classic texas country', 'country rock', 'folk', 'outlaw country', 'roots rock', 'singer-songwriter']",54,"['Buddy Miller', 'John Hiatt', 'Rodney Crowell']"
"Everlast","['post-grunge']",60,"['Puddle Of Mudd', 'Kid Rock', '3 Doors Down']"
"JNR WILLIAMS","['british soul']",46,"['Loyle Carner', 'The Silhouettes Project', 'Elisa Imperilee']"
"Blackway","['nyc rap']",56,"['Black Caviar', 'DJ Khalil', 'The Score']"
"Luke Combs","['contemporary country', 'country']",87,"['Morgan Wallen', 'Bailey Zimmerman', 'Jordan Davis']"
"Peter Sarstedt","['british folk']",40,"['Ralph McTell', 'The Walker Brothers', 'Steve Harley & Cockney Rebel']"
"U2","['irish rock', 'permanent wave', 'rock']",78,"['R.E.M.', 'The Police', 'Simple Minds']"
"Nogymx","['focus beats']",48,"['DaniSogen', 'Ky akasha', 'Sweet Medicine']"
"Dido","['dance pop', 'europop', 'lilith', 'neo mellow', 'pop rock']",76,"['Natalie Imbruglia', 'Keane', 'Kimbra']"
"Yusuf / Cat Stevens","['british folk', 'classic rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",71,"['Simon & Garfunkel', 'Bob Dylan', 'Van Morrison']"
"Dr. Dundiff","['kentucky hip hop']",46,"['Soul Food Horns', 'The BREED', 'Slug']"
"Enluv","['lo-fi study']",51,"['Tonion', 'Sátyr', 'Hoffy Beats']"
"YoungBoy Never Broke Again","['baton rouge rap', 'rap']",82,"['G Herbo', '42 Dugg', 'Lil Durk']"
"DMX","['detroit hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'rap']",72,"['Dr. Dre', 'Ludacris', 'Xzibit']"
"idylla","['lo-fi study']",52,"['another silent weekend', 'Blocktane', 'Late Night Tones']"
"Blurred Figures","['lo-fi study']",51,"['Loafy Building', 'fourwalls', 'Swink']"
"Bert","['chilena', 'musica costena']",38,"['Bertín y su Condesa', 'El Condesa De Bertin Gomez Jr', 'Bertin Gomez Jr']"
"Gunna","['atl hip hop', 'melodic rap', 'rap', 'trap']",87,"['Future', 'Lil Baby', 'Young Thug']"
"another silent weekend","['lo-fi sleep', 'lo-fi study']",50,"['Blurred Figures', 'idylla', 'H.1']"
"tender spring","['lo-fi beats', 'lo-fi study']",49,"['Flovry', 'brillion.', 'Spencer Hunt']"
"chief.","['lo-fi beats']",45,"['aimless', 'tender spring', 'Flovry']"
"Bring Me The Horizon","['melodic metalcore', 'metalcore', 'modern rock', 'rock', 'uk metalcore']",80,"['Bad Omens', 'Falling In Reverse', 'Motionless In White']"
"stream_error","['lo-fi beats', 'lo-fi study']",47,"['Nuver', 'kokoro', 'BVG']"
"Spencer Hunt","['lo-fi beats', 'lo-fi study']",52,"['Jhove', 'brillion.', 'Ambulo']"
"steezy prime","['lo-fi study']",56,"['Bcalm', 'luv pug', 'Banks']"
"SyKo","['glitchcore', 'sped up']",59,"['hoshie star', 'siouxxie sixxsta', 'ElyOtto']"
"Kevinhilfiger","['glitchcore']",27,"['Kite', 'Wido', 'Xul']"
"boygenius","['indie pop', 'pov: indie']",67,"['Lucy Dacus', 'Phoebe Bridgers', 'Leith Ross']"
"The Offspring","['alternative metal', 'permanent wave', 'post-grunge', 'punk', 'rock', 'skate punk', 'socal pop punk']",79,"['Green Day', 'Sum 41', 'Alien Ant Farm']"
"Cutting Crew","['album rock', 'new romantic', 'new wave', 'new wave pop', 'soft rock']",64,"['Michael Sembello', 'TOTO', 'a-ha']"
"Bill Medley","['soft rock']",59,"['Jennifer Warnes', 'Eric Carmen', 'Patrick Swayze']"
"Holliday Howe","['bubblegum bass']",20,"['Father Koi', 'Sev Archer', 'Petal Supply']"
"Kim Petras","['alt z', 'dance pop', 'pop', 'transpop']",76,"['Dua Lipa', 'Coi Leray', 'Elley Duhé']"
"Fairys","['midwest shoegaze']",17,"['Daisy Chain', 'Flying Squid', 'Lean Tee']"
"Bowling For Soup","['neon pop punk', 'pop punk', 'pop rock', 'texas pop punk']",63,"['The All-American Rejects', 'Good Charlotte', 'American Hi-Fi']"
"Charli xcx","['art pop', 'candy pop', 'metropopolis', 'pop', 'uk pop']",90,"['Chappell Roan', 'Addison Rae', 'A. G. Cook']"
"8485","['glitchcore', 'hyperpop']",45,"['blackwinterwells', 'kmoe', 'SEBii']"
"Addison Rae","['social media pop']",75,"['Sabrina Carpenter', 'Charli xcx', 'Chappell Roan']"
"Money Man","['memphis hip hop', 'southern hip hop', 'trap']",69,"['42 Dugg', 'G Herbo', 'EST Gee']"
"Vincent Neil Emerson","['alternative country', 'roots americana', 'southern americana']",45,"['Summer Dean', 'Luke Bell', 'John R. Miller']"
"Title Fight","['dreamo', 'emo', 'grungegaze', 'spacegrunge', 'zoomergaze']",65,"['Fleshwater', 'Basement', 'Whirr']"
"jnhygs","['krushclub', 'sigilkore']",68,"['Lumi Athena', 'cade clair', '9lives']"
"Fijimar","['scenecore']",26,"['emorave', '5v', 'keyblayde808']"
"Matchbox Twenty","['neo mellow', 'pop rock', 'post-grunge']",69,"['Sister Hazel', 'Hootie & The Blowfish', 'Third Eye Blind']"
"caro♡","['bubblegum bass', 'hyperpop']",28,"['Himera', 'Golin', 'Planet 1999']"
"Heidi Montag","['pink noise']",54,"['Lilithzplug', 'Britney Manson', 'K3NT4!']"
"Fetty Wap","['new jersey rap', 'pop rap', 'rap', 'southern hip hop', 'trap']",71,"['Rae Sremmurd', 'Migos', 'DJ Khaled']"
"Turnpike Troubadours","['red dirt']",62,"['Ryan Bingham', '49 Winchester', 'Flatland Cavalry']"
"100 gecs","['bubblegum bass', 'hyper-rock', 'hyperpop', 'proto-hyperpop']",59,"['Dylan Brady', 'Laura Les', 'Gupi']"
"food house","['hyperpop']",42,"['Gupi', 'Fraxiom', 'Maple']"
"Dolly Parton","['classic country pop', 'country', 'country dawn']",75,"['Shania Twain', 'John Denver', 'Kenny Rogers']"
"Burl Ives","['adult standards', 'american folk revival']",52,"['Gene Autry', 'The Fontane Sisters', 'Bing Crosby']"
"America","['album rock', 'classic rock', 'folk rock', 'mellow gold', 'soft rock']",70,"['The Doobie Brothers', '10cc', 'Jim Croce']"
"Ethel Cain","['countrygaze', 'indie pop', 'modern dream pop']",68,"['boygenius', 'Leith Ross', 'Lucy Dacus']"
"Marty Robbins","['cowboy western', 'nashville sound']",63,"['Hank Williams', 'Johnny Horton', 'Tennessee Ernie Ford']"
"Flatland Cavalry","['classic texas country']",65,"['Charles Wesley Godwin', 'Kaitlin Butts', '49 Winchester']"
"College","['nantes indie', 'popwave']",51,"['Electric Youth', 'Desire', 'Miami Nights 1984']"
"Lana Del Rey","['art pop', 'pop']",92,"['Billie Eilish', 'Cigarettes After Sex', 'The Neighbourhood']"
"Vylet Pony","['otacore']",44,"['r u s s e l b u c k', 'Pent Up Pup', 'tv room']"
"Bobby Bare","['classic country pop', 'outlaw country']",54,"['Tom T. Hall', 'Buck Owens', 'Loretta Lynn']"
"Buck Owens","['bakersfield sound', 'classic country pop', 'country', 'country rock', 'cowboy western', 'western swing']",51,"['Tom T. Hall', 'Bobby Bare', 'Buck Owens & The Buckaroos']"
"blink-182","['alternative metal', 'modern rock', 'pop punk', 'punk', 'rock', 'socal pop punk']",80,"['Green Day', 'Sum 41', 'Good Charlotte']"
"Midland","['classic texas country', 'neo-traditional country']",64,"['George Strait', 'Shenandoah', 'Tracy Lawrence']"
"Jon Pardi","['contemporary country', 'country', 'country road', 'modern country rock']",74,"['Jason Aldean', 'Eric Church', 'Luke Bryan']"
"Basshunter","['eurodance']",62,"['Cascada', 'ItaloBrothers', 'A Touch Of Class']"
"George Strait","['contemporary country', 'country', 'country road']",75,"['Brooks & Dunn', 'Randy Travis', 'Toby Keith']"
"Hank Williams, Jr.","['country', 'country rock', 'outlaw country']",69,"['David Allan Coe', 'Jamey Johnson', 'Mel McDaniel']"
"Easton Corbin","['contemporary country', 'country', 'country road']",57,"['Gary Allan', 'Craig Morgan', 'Joe Nichols']"
"The Killers","['alternative rock', 'dance rock', 'modern rock', 'permanent wave', 'rock']",79,"['Kings of Leon', 'Foo Fighters', 'Jimmy Eat World']"
"Johnny Hallyday","['chanson', 'french pop', 'ye ye']",61,"['Jean-Jacques Goldman', 'Michel Sardou', 'Eddy Mitchell']"
"Estelle","['neo soul', 'r&b']",68,"['Outkast', 'Pharrell Williams', 'Childish Gambino']"
"Sierra Ferrell","['alternative americana', 'new americana']",66,"['Charley Crockett', 'Bella White', 'Lukas Nelson']"
"Tom Petty and the Heartbreakers","['album rock', 'classic rock', 'hard rock', 'heartland rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",70,"['Tom Petty', 'Steve Miller Band', 'Bob Seger']"
"Green Day","['modern rock', 'permanent wave', 'punk', 'rock']",83,"['blink-182', 'The Offspring', 'Foo Fighters']"
"Kenny Chesney","['contemporary country', 'country', 'country road']",72,"['Dierks Bentley', 'Eric Church', 'Jake Owen']"
"Pure Prairie League","['classic rock', 'country rock', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",47,"['Loggins & Messina', 'Jonathan Edwards', 'The Marshall Tucker Band']"
"Ecco2k","['cloud rap', 'drain', 'glitchcore', 'hyperpop']",61,"['Bladee', 'Thaiboy Digital', 'Yung Lean']"
"JADE","['pop']",62,"['Paris Hilton', 'Perrie', 'Charli xcx']"
"Three Days Grace","['alternative metal', 'canadian metal', 'canadian rock', 'nu metal', 'post-grunge', 'rock']",78,"['Breaking Benjamin', 'Papa Roach', 'Seether']"
"49 Winchester","['country']",62,"['Charles Wesley Godwin', 'Flatland Cavalry', 'Colby Acuff']"
"N Joi","['bleep techno', 'classic house', 'hardcore techno', 'hip house', 'piano house']",39,"['Kariya', 'Strike', 'Xpansions']"
"Shania Twain","['canadian country', 'canadian pop', 'contemporary country', 'country', 'country dawn']",73,"['Faith Hill', 'LeAnn Rimes', 'Lady A']"
"Josiah and the Bonnevilles","['modern folk rock', 'stomp and holler']",62,"['Evan Honer', 'Caamp', 'Watchhouse']"
"Journey","['album rock', 'classic rock', 'hard rock', 'mellow gold', 'rock', 'soft rock']",77,"['Foreigner', 'Kenny Loggins', 'TOTO']"
"Caamp","['indie folk', 'stomp and holler']",71,"['Mt. Joy', 'Watchhouse', 'Shakey Graves']"
"Wallows","['pov: indie']",74,"['Dayglow', 'The Backseat Lovers', ""Her's""]"
"Willie Nelson","['classic country pop', 'classic texas country', 'country', 'country rock', 'nashville sound', 'outlaw country', 'singer-songwriter']",73,"['Waylon Jennings', 'The Highwaymen', 'Kris Kristofferson']"
"Toby Keith","['classic oklahoma country', 'contemporary country', 'country', 'country road']",72,"['Brooks & Dunn', 'Travis Tritt', 'Alabama']"
"Cydnee with a C","['atl trap']",36,"['Take Van', 'Belis', 'FiFi Zhang']"
"Dasha","['country']",75,"['Myles Smith', 'Shaboozey', 'Mark Ambor']"
"Babymorocco","['hyperpop']",33,"['Thoom', 'Bamster', 'Public Appeal']"
"MEGA NRG MAN","['eurobeat', 'super eurobeat']",45,"['Marko Polo', 'Dave Simon', 'dave rodgers']"
"RUNNER BOY","['club']",25,"['FiFi Zhang', 'Take Van', 'Babebee']"
"The Supremes","['adult standards', 'classic girl group', 'classic soul', 'disco', 'motown', 'soul']",65,"['Four Tops', 'Martha Reeves & The Vandellas', 'Jackie Wilson']"
"Mel McDaniel","['classic country pop', 'classic oklahoma country', 'country']",59,"['John Anderson', 'Alabama', 'Conway Twitty']"
"Brett Eldredge","['contemporary country', 'country', 'country road', 'modern country rock']",59,"['David Nail', 'Chris Young', 'Chris Lane']"
"The Smiths","['madchester', 'new wave', 'permanent wave', 'rock', 'uk post-punk']",80,"['Radiohead', 'The Cure', 'Pixies']"
"S3RL","['australian dance', 'freeform hardcore', 'happy hardcore']",61,"['Fantasy Project feat. NDA', 'Tamika', 'Roy Bee']"
"Five Finger Death Punch","['alternative metal', 'groove metal', 'nu metal']",75,"['Bad Wolves', 'Godsmack', 'Shinedown']"
"Joan Jett & the Blackhearts","['glam punk', 'rock']",66,"['KISS', 'AC/DC', 'Blondie']"
"Jim Croce","['classic rock', 'country rock', 'folk', 'folk rock', 'mellow gold', 'singer-songwriter', 'soft rock']",71,"['America', 'Gordon Lightfoot', 'Glen Campbell']"
"Clairo","['bedroom pop', 'indie pop', 'pov: indie']",82,"['beabadoobee', 'The Marías', 'Faye Webster']"
"Sohodolls","['electronic rock', 'sped up']",57,"['Marie Madeleine', 'Princess Chelsea', 'TOOPOOR']"
"Jake Owen","['contemporary country', 'country', 'country road']",66,"['Dierks Bentley', 'Billy Currington', 'Chris Janson']"
"Heart","['album rock', 'classic rock', 'glam metal', 'hard rock', 'mellow gold', 'new wave pop', 'rock', 'singer-songwriter', 'soft rock']",69,"['Pat Benatar', 'REO Speedwagon', 'Foreigner']"
"Japanese Breakfast","['art pop', 'eugene indie', 'indie pop', 'indie rock', 'philly indie']",57,"['Alvvays', 'Soccer Mommy', 'Weyes Blood']"
"EASYFUN","['escape room', 'hyperpop', 'metropopolis', 'proto-hyperpop']",31,"['Danny Sunshine', 'Finn Keane', 'QT']"
"A. G. Cook","['bubblegum bass', 'escape room', 'hyperpop', 'proto-hyperpop']",64,"['Shygirl', 'SOPHIE', 'BC Kingdom']"
"Patti Smith","['art punk', 'permanent wave', 'protopunk', 'singer-songwriter']",57,"['Lou Reed', 'Iggy Pop', 'Janis Joplin']"
"Midnight Oil","['australian rock', 'new romantic']",60,"['INXS', 'Simple Minds', 'Fine Young Cannibals']"
"Carrie Underwood","['classic oklahoma country', 'contemporary country', 'country', 'country dawn', 'dance pop', 'pop']",72,"['Luke Bryan', 'Little Big Town', 'Miranda Lambert']"
"The Goo Goo Dolls","['neo mellow', 'permanent wave', 'pop rock', 'post-grunge']",76,"['The Fray', 'Snow Patrol', 'Train']"
"Cher","['dance pop', 'pop']",71,"['Tina Turner', 'Irene Cara', 'Eric Carmen']"
"Patrick Fiori","['chanson', 'french pop']",54,"['Florent Pagny', 'Grégoire', 'Garou']"
"Jimmy Dean","['classic country pop', 'nashville sound']",44,"['Johnny Horton', 'C.W. McCall', 'Buck Owens']"
"Gregory Alan Isakov","['indie folk', 'pop folk', 'stomp and flutter', 'stomp and holler']",73,"['The Paper Kites', 'John Vincent III', 'Caamp']"
"Blaze Foley","['alternative country', 'american folk revival', 'cosmic american', 'folk', 'outlaw country', 'singer-songwriter']",46,"['Townes Van Zandt', 'Dave Van Ronk', 'Doc Watson']"
"Foo Fighters","['alternative metal', 'alternative rock', 'modern rock', 'permanent wave', 'post-grunge', 'rock']",78,"['Red Hot Chili Peppers', 'Pearl Jam', 'Nirvana']"
"Tila Tsoli","['pink noise']",47,"['Nicxletina', 'bugcried', 'MISS LUXURY']"
"Cake Pop","['hyperpop', 'proto-hyperpop']",34,"['Ravenna Golden', 'Robel Ketema', 'Glitch Gum']"
"Alannah Myles","['classic canadian rock']",56,"['Heart', 'Pat Benatar', 'Foreigner']"
"Maes","['french hip hop', 'pop urbaine', 'rap francais']",74,"['Lacrim', 'UZI', 'Werenoi']"
"Ramones","['alternative rock', 'early us punk', 'permanent wave', 'punk', 'rock']",68,"['Sex Pistols', 'The Clash', 'Iggy Pop']"
"recovery girl","['glitchcore', 'hyperpop']",27,"['digifae', 'Petal Supply', 'diana starshine']"
"Grouper","['ambient', 'ambient pop', 'art pop', 'dream pop', 'drone', 'electra', 'experimental ambient', 'experimental pop', 'modern dream pop', 'spectra']",63,"['salvia palth', 'Duster', 'Memo Boy']"
"The International Submarine Band","['cosmic american', 'country rock']",31,"['Willis Alan Ramsey', 'Terry Allen', 'Steve Young']"
"Miranda Lambert","['contemporary country', 'country', 'country dawn', 'country road']",70,"['Little Big Town', 'Tim McGraw', 'Carly Pearce']"
"Vengaboys","['eurodance', 'europop']",64,"['Whigfield', 'Aqua', 'Eiffel 65']"
"Brooks & Dunn","['contemporary country', 'country', 'country road']",72,"['Toby Keith', 'Travis Tritt', 'George Strait']"
"Bruce Springsteen","['heartland rock', 'mellow gold', 'permanent wave', 'rock', 'singer-songwriter']",79,"['Dire Straits', 'Van Morrison', 'U2']"
"Lil Eli","['meme rap']",17,"['zxgger', 'zgy', 'KamJam']"
"The Cure","['new wave', 'permanent wave', 'rock', 'uk post-punk']",78,"['Joy Division', 'The Smiths', 'Pixies']"
"TAAHLIAH","['pink noise']",32,"['Rick Farin', 'deBasement', 'Or:la']"
"Declan McKenna","['pov: indie']",68,"['Dominic Fike', 'Dr. Dog', 'Wallows']"
"Okayracer","['Error']",0,"['Error']"
"Matthew Wilder","['new wave pop']",58,"['Rupert Holmes', 'Lipps Inc.', 'Carl Douglas']"
"Limp Bizkit","['alternative metal', 'funk metal', 'nu metal', 'post-grunge', 'rap metal', 'rock']",77,"['Korn', 'System Of A Down', 'Drowning Pool']"
"Sturgill Simpson","['alternative americana', 'kentucky roots', 'nashville singer-songwriter', 'new americana', 'outlaw country']",67,"['Charley Crockett', 'The Steeldrivers', 'Ryan Bingham']"
"Deep Blue Something","['pop rock']",55,"['Tal Bachman', 'The Proclaimers', 'Eagle-Eye Cherry']"
"Lil Durk","['chicago drill', 'chicago rap', 'drill', 'hip hop', 'pop rap', 'rap', 'trap']",82,"['Lil Baby', 'YoungBoy Never Broke Again', 'King Von']"
"Whiskey Myers","['classic texas country', 'modern southern rock']",67,"['Cody Jinks', 'Josh Meloy', 'Southall']"
"Joe Nichols","['arkansas country', 'contemporary country', 'country', 'country road']",58,"['Clay Walker', 'Craig Morgan', 'Chris Janson']"
"Van Morrison","['classic rock', 'folk', 'folk rock', 'mellow gold', 'rock', 'singer-songwriter', 'soft rock']",75,"['Paul Simon', 'Yusuf / Cat Stevens', 'Otis Redding']"
"MARINA","['metropopolis', 'pop', 'pov: indie', 'uk alternative pop']",74,"['Melanie Martinez', 'Mother Mother', 'Sohodolls']"
"George Ezra","['folk-pop', 'neo-singer-songwriter']",75,"['Vance Joy', 'Train', 'Bastille']"
"The Foundations","['bubblegum pop']",64,"['Frankie Valli & The Four Seasons', 'The Monkees', 'The Beach Boys']"
"Nate Smith","['contemporary country', 'modern country pop']",74,"['Dylan Scott', 'Tyler Braden', 'Warren Zeiders']"
"Caroline Polachek","['art pop', 'escape room', 'indie pop', 'indietronica']",66,"['FKA twigs', 'A. G. Cook', 'Shygirl']"
"Jo Dee Messina","['country', 'country dawn', 'country road']",59,"['Sara Evans', 'Trisha Yearwood', 'Diamond Rio']"
"ELIO","['alt z', 'electropop']",54,"['Julia Wolf', 'BAYLI', 'The Aces']"
"6arelyhuman","['krushclub', 'scenecore']",72,"['Pixel Hood', 'asteria', 'horrormovies']"
"The Mamas & The Papas","['classic rock', 'folk rock', 'mellow gold', 'psychedelic rock', 'rock', 'soft rock', 'sunshine pop']",70,"['Nancy Sinatra', 'The Animals', 'Don McLean']"
"Blondie","['candy pop', 'new wave pop', 'permanent wave', 'power pop', 'rock', 'synthpop']",71,"['The Human League', 'Billy Idol', 'Soft Cell']"
"Carly Rae Jepsen","['canadian pop', 'dance pop', 'pop']",73,"['Jessie J', 'Katy Perry', 'WALK THE MOON']"
"Eric Prydz","['edm', 'electro house', 'house', 'pop dance', 'progressive electro house', 'progressive house']",66,"['Axwell', 'Steve Angello', 'Martin Solveig']"
