name,genres,popularity,related_artists
The Pussycat Dolls,"['dance pop', 'girl group', 'pop']",70,"['Fergie', ""Destiny's Child"", 'Christina Aguilera']"
Norah Jones,"['contemporary vocal jazz', 'jazz pop', 'neo mellow', 'vocal jazz']",75,"['Melody Gardot', 'Macy Gray', 'Tracy Chapman']"
Giuseppe Frangola,['pop'],12,"['Gesleir', 'Mouton Noir', 'Young Coconut Drink']"
Nemir,"['french hip hop', 'rap calme']",56,"['A2h', 'Disiz', 'Myth Syzer']"
Fleetwood Mac,"['album rock', 'classic rock', 'rock', 'soft rock', 'yacht rock']",83,"['Daryl Hall & John Oates', 'Billy Joel', 'Stevie Nicks']"
Roméo Elvis,"['belgian hip hop', 'french hip hop']",58,"['Lomepal', 'Le Motel', 'Orelsan']"
Supertaste,['indie pop'],36,"['Odaiba', 'David Bay', '3kelves']"
Vanessa Paradis,"['chanson', 'french pop']",59,"['France Gall', '-M-', 'Véronique Sanson']"
Vald,['indie triste'],33,"['Estéreo Waves', 'Abraham GÜ', 'DIEM']"
Mylène Farmer,"['chanson', 'french pop', 'french synthpop']",61,"['Indochine', 'Marc Lavoine', 'Zazie']"
Commodores,"['adult standards', 'disco', 'funk', 'mellow gold', 'motown', 'quiet storm', 'soft rock', 'soul']",66,"['Gladys Knight & The Pips', 'Stevie Wonder', 'Marvin Gaye']"
Crystal Murray,['R&B'],34,"['Bonnie Banane', 'Moussa', 'Amouë']"
Sigala,"['dance pop', 'edm', 'pop dance', 'uk dance']",68,"['MNEK', 'Jonas Blue', 'Martin Jensen']"
Dov'è Liana,['electronic'],42,"['Bruno Belissimo', 'Whitemary', 'Le Feste Antonacci']"
Fabich,['uk house'],48,"['Pastel', 'kryptogram', 'MATVEÏ']"
Agepê,"['pagode', 'pop nacional antigas', 'samba', 'velha guarda']",51,"['Benito Di Paula', 'Almir Guineto', 'Demonios Da Garoa']"
MGMT,"['alternative rock', 'indie rock', 'indietronica', 'modern rock', 'rock']",75,"['Tame Impala', 'Foster The People', 'Empire Of The Sun']"
BØRNS,"['indie poptimism', 'modern alternative rock', 'modern rock', 'pov: indie']",67,"['Fitz and The Tantrums', 'GROUPLOVE', 'Young the Giant']"
Napkey,"['electro-pop francais', 'french indie pop', 'french indietronica', 'new french touch']",40,"['Les Gordon', 'Clement Bazin', 'Elephanz']"
Edward Elgar,"['british modern classical', 'classical', 'late romantic era', 'victorian britain']",58,"['Seiji Ozawa', 'Gabriel Fauré', 'Philadelphia Orchestra']"
Kate Ryan,"['belgian pop', 'eurodance']",56,"['Sash!', 'Safri Duo', 'Pakito']"
France Gall,"['chanson', 'ye ye']",59,"['Michel Delpech', 'Véronique Sanson', 'Michel Berger']"
Shaga,['electro-pop francais'],34,"['James Baker', 'jean', 'Esken']"
Vegedream,"['french hip hop', 'pop urbaine', 'r&b francais']",64,"['Soolking', 'Aya Nakamura', 'Marwa Loud']"
Charles Aznavour,['chanson'],66,"['Dalida', 'Joe Dassin', 'Christophe']"
Muddy Monk,"['french indie pop', 'french indietronica']",45,"['Malik Djoudi', 'Pépite', 'Flavien Berger']"
Jeanne Mas,"['chanson', 'classic french pop', 'french pop']",46,"['Corynne CHARBY', 'Gold', 'Gérard Blanc']"
Evinha,['brazilian soul'],45,"['Quarteto Em Cy', 'Marcos Valle', 'Dom Salvador & Abolição']"
Djo,"['pov: indie', 'psychedelic pop']",76,"['Billie Eilish', 'd4vd', 'Richy Mitch & The Coal Miners']"
Pierre de Maere,['french pop'],55,"['Hoshi', 'Adé', 'Nuit Incolore']"
Sting,"['permanent wave', 'soft rock', 'sophisti-pop']",73,"['Seal', 'Phil Collins', 'George Michael']"
Bon Entendeur,"['french indie pop', 'new french touch']",61,"['Isabelle Pierre', 'Mouloudji', 'Laurie Darmon']"
Rupert Holmes,['yacht rock'],60,"['Blue Swede', 'Kiki Dee', 'Redbone']"
RAYE,"['uk contemporary r&b', 'uk pop']",79,"['070 Shake', 'Tate McRae', 'Kim Petras']"
Mariana Froes,['brasilia indie'],52,"['ÀVUÀ', 'Leo Middea', 'Tiago Nacarato']"
Sabrina Carpenter,['pop'],95,"['Chappell Roan', 'Addison Rae', 'Lady Gaga']"
François Sentinelle,['chanson humoristique'],17,"[""Daniel and the Digital Diapason's"", 'Afida Turner', 'Alka Balbir']"
Afida Turner,['chanson humoristique'],22,"['Piche', ""Daniel and the Digital Diapason's"", 'Matistor']"
Pedro Mizutani,['bossa nova'],48,"['Bruno Berle', 'Sreya', 'Rogê']"
Tears For Fears,"['new romantic', 'new wave', 'new wave pop', 'permanent wave', 'rock', 'sophisti-pop', 'synthpop']",75,"['a-ha', 'Duran Duran', 'The Police']"
The Korgis,['classic uk pop'],41,"['Double', 'Bryan Ferry', 'Imagination']"
Cascada,"['eurodance', 'europop', 'german techno', 'melbourne bounce international']",68,"['Basshunter', 'A Touch Of Class', 'Taio Cruz']"
Bea Miller,"['alt z', 'pop', 'talent show']",66,"['Charlotte Lawrence', 'Halsey', ""Olivia O'Brien""]"
Mild Minds,['australian dance'],60,"['Night Tales', 'DRAMA', '49th & Main']"
Jon Batiste,['new orleans jazz'],60,"['Jacob Collier', 'Brittany Howard', 'Olivia Dean']"
Ladji Mouflet,['french bossa nova'],50,"['RUBII', 'dialE', 'berlioz']"
LVL1,['hyperpop'],43,"['Tila Tsoli', 'Kevin Jz Prodigy', 'Azealia Banks']"
Riton,"['house', 'pop dance', 'uk dance']",67,"['Nightcrawlers', 'Mufasa & Hypeman', 'Endor']"
Laufey,['gen z singer-songwriter'],82,"['beabadoobee', 'Philharmonia Orchestra', 'Matt Maltese']"
Kanye West,"['chicago rap', 'hip hop', 'rap']",93,"['Kendrick Lamar', 'A$AP Rocky', 'J. Cole']"
Bee Gees,"['disco', 'mellow gold', 'soft rock']",79,"['Elton John', 'George Michael', 'Rod Stewart']"
Yuksek,"['electrofox', 'filter house', 'french indie pop', 'french indietronica', 'new french touch', 'nu disco']",49,"['Bertrand Burgalat', 'Corine', 'Anoraak']"
Portugal. The Man,"['indie rock', 'indietronica', 'modern alternative rock', 'modern rock']",68,"['Foster The People', 'alt-J', 'Milky Chance']"
Calvin Harris,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'uk dance']",87,"['Major Lazer', 'David Guetta', 'Ellie Goulding']"
LaBlue,['fench indie pop'],33,"['Astrønne', 'Sunni Colón', 'Lossapardo']"
Guy2Bezbar,"['french hip hop', 'pop urbaine', 'rap francais']",67,"['Oskoow', 'Yorssy', 'Leto']"
Balthazar,"['belgian indie', 'belgian rock', 'ghent indie']",52,"['Warhaus', 'J. Bernardt', 'Girls In Hawaii']"
Alcione,"['axe', 'mpb', 'musica maranhense', 'pagode', 'pagode novo', 'samba']",63,"['Diogo Nogueira', 'Zeca Pagodinho', 'Jorge Aragão']"
Barrio Colette,['new punk'],13,"['Bandit Voyage', 'Joseph Carré', 'Los Orioles']"
Stromae,"['belgian pop', 'g-house']",72,"['Madcon', 'Indila', 'Ray Dalton']"
Miley Cyrus,['pop'],84,"['P!nk', 'Sam Smith', 'Selena Gomez']"
Astrud Gilberto,"['bossa nova', 'brazilian jazz', 'lounge', 'samba-jazz', 'vocal jazz']",63,"['João Gilberto', 'Stan Getz', 'Luiz Bonfá']"
WizTheMc,"['canadian contemporary r&b', 'pop rap']",45,"['SEB', 'Hugo', 'Wolfskind']"
Stevie Wonder,"['motown', 'soul']",76,"['Marvin Gaye', 'Aretha Franklin', 'Commodores']"
Luidji,"['cloud rap francais', 'french hip hop']",67,"['Josman', ""Jok'air"", 'Nekfeu']"
Alain Souchon,"['chanson', 'french rock']",55,"['Maxime Le Forestier', 'William Sheller', 'Véronique Sanson']"
Gala,['pop'],49,"['Brenda Bezares', 'Emilio', 'MIA']"
Inna MODJA,['pop'],31,"['Géraldine Nakache', 'Mani', 'William Baldé']"
Jhelisa,"['acid jazz', 'uk garage']",53,"['Sunship', 'Troy Denari', 'Kerri Chandler']"
Lily Allen,"['dance pop', 'electropop', 'neo mellow']",68,"['KT Tunstall', 'Gwen Stefani', 'Amy Winehouse']"
Sheldon,['australian talent show'],35,"['The Butterfly Effect', 'Giorgia Borg', 'Maria Marzano']"
TCHATCHO,"['french hip-hop', 'french rap']",0,"['Kubinski', 'Ozan Harc', 'juliaisyourworstnightmare']"
Black Eyed Peas,"['dance pop', 'pop', 'pop rap']",81,"['Pitbull', 'Flo Rida', 'will.i.am']"
Rawayana,"['venezuelan hip hop', 'venezuelan rock']",69,"['Jambene', 'Bebo Dumont', 'Goyo']"
Paula Sergio,['bossa nova'],47,"['Vinícius de Moraes', 'Nara Leão', 'Toquinho']"
Oliver Heldens,"['dutch house', 'edm', 'electro house', 'future house', 'house', 'pop dance', 'progressive electro house', 'progressive house']",69,"['James Hype', 'Laidback Luke', 'Steve Angello']"
Erasmo Carlos,"['brazilian rock', 'jovem guarda', 'mpb', 'tropicalia']",51,"['Luiz Melodia', 'Wilson Simonal', 'Hyldon']"
Kool & The Gang,"['disco', 'funk', 'motown', 'soft rock', 'soul']",69,"['The Emotions', 'CHIC', 'KC & The Sunshine Band']"
Sans Lactose,"['french indie pop,'french rap']",37,"['Sauvan', 'Zaoui', 'James Baker']"
A.M.P.,"['house', 'pop']",35,"['Toni Lo', 'La Discothèque', 'Nelson']"
Cyndi Lauper,"['dance pop', 'new wave pop', 'permanent wave', 'soft rock']",73,"['Culture Club', 'Bonnie Tyler', 'The Bangles']"
Gianni Togni,"['classic italian pop', 'italian adult pop']",47,"['Anna Oxa', 'Antonello Venditti', 'Mango']"
KC & The Sunshine Band,"['disco', 'mellow gold', 'new wave pop', 'soft rock', 'soul']",65,"['Kool & The Gang', 'Hot Chocolate', 'CHIC']"
George Benson,"['jazz funk', 'jazz guitar', 'smooth jazz', 'soul jazz', 'yacht rock']",67,"['Dionne Warwick', 'Roberta Flack', 'Quincy Jones']"
Fergie,"['dance pop', 'pop']",71,"['Gwen Stefani', 'The Pussycat Dolls', 'Nelly Furtado']"
Joji,['viral pop'],80,"['Rex Orange County', 'd4vd', 'Cigarettes After Sex']"
Drake,"['canadian hip hop', 'canadian pop', 'hip hop', 'pop rap', 'rap']",96,"['J. Cole', 'Ty Dolla $ign', '21 Savage']"
SZA,"['pop', 'r&b', 'rap']",90,"['Miguel', 'Daniel Caesar', 'Frank Ocean']"
Chappell Roan,['indie pop'],90,"['Sabrina Carpenter', 'Charli xcx', 'Addison Rae']"
Mac Miller,"['hip hop', 'pittsburgh rap', 'rap']",83,"['Kid Cudi', 'Joey Bada$$', 'Childish Gambino']"
CHIC,"['disco', 'funk', 'motown', 'soul']",61,"['Sister Sledge', 'Kool & The Gang', 'The Trammps']"
Nusky,['french hip hop'],35,"['Lord Esperanza', '2zer', 'Chaman']"
Feder,['florida rap'],82,"['Toosii', 'Hunxho', 'Rylo Rodriguez']"
Sean Paul,"['dance pop', 'dancehall', 'pop', 'pop rap']",82,"['Pitbull', 'AFROJACK', 'Major Lazer']"
Ghetto Brothers,['rock'],30,"['Dry Bread', 'Promise', 'The Apostles']"
Joseito Fernández,"['musica tradicional cubana', 'son cubano clasico']",35,"['Compay Segundo', 'Sons of Cuba', 'Rodolfo y su Típica RA7']"
Heuss L'enfoiré,"['french hip hop', 'pop urbaine', 'rap francais']",68,"['Gazo', 'Lacrim', 'Gambi']"
Crystal Waters,['diva house'],65,"['Michael Gray', 'Robin S', 'Benjamin Diamond']"
Gazo,"['drill francais', 'french hip hop', 'pop urbaine', 'r&b francais', 'rap francais']",75,"['Ninho', 'Niska', 'PLK']"
Tove Lo,"['dance pop', 'metropopolis', 'pop', 'swedish electropop', 'swedish pop', 'swedish synthpop']",75,"['Ellie Goulding', 'Olly Alexander (Years & Years)', 'Rihanna']"
Bleu Toucan,"['french indie pop', 'french indietronica']",43,"['Clea Vincent', 'Paradis', 'Miel De Montagne']"
Pharrell Williams,"['dance pop', 'pop']",81,"['Nile Rodgers', 'Justin Timberlake', 'Mark Ronson']"
Sister Sledge,"['disco', 'funk', 'philly soul', 'quiet storm', 'soul']",59,"['CHIC', 'Diana Ross', 'Chaka Khan']"
Yeah Yeah Yeahs,"['alternative dance', 'alternative rock', 'art pop', 'dance-punk', 'garage rock', 'indie rock', 'modern rock', 'neo-synthpop', 'new rave']",69,"['MGMT', 'M.I.A.', 'Grimes']"
Naive New Beaters,"['electrofox', 'french indie pop', 'french indietronica', 'french rock']",44,"['Pony Pony Run Run', 'Jabberwocky', 'Elephanz']"
Mac DeMarco,"['edmonton indie', 'lo-fi indie', 'pov: indie', 'slacker rock']",82,"['Vacations', 'TV Girl', 'Steve Lacy']"
Dom Salvador & Abolição,"['brazilian soul', 'samba-rock']",33,"['Trio Ternura', 'Os Brazoes', 'Marizinha']"
Martin Solveig,"['disco house', 'edm', 'electro house', 'filter house', 'house', 'pop dance', 'vocal house']",63,"['Eric Prydz', 'Cedric Gervais', 'Dragonette']"
Charlie Jeer,['jazz house'],56,"['Milaa', 'Gravagerz', 'Stryv']"
The Daughters Of Eve,['pop rock'],59,"['Wabie', 'juju<3', 'Dent May']"
Steely Dan,"['album rock', 'classic rock', 'country rock', 'folk rock', 'mellow gold', 'rock', 'soft rock', 'yacht rock']",69,"['Todd Rundgren', 'The Doobie Brothers', 'Crosby, Stills & Nash']"
Outkast,"['atl hip hop', 'dirty south rap', 'hip hop', 'old school atlanta hip hop', 'rap', 'southern hip hop']",77,"['The Notorious B.I.G.', 'JAY-Z', 'Snoop Dogg']"
Kiesza,"['electropop', 'pop edm']",55,"['Florence Welch', 'Martin Solveig', 'Duke Dumont']"
Bibi Flash,['disco'],39,"['Alex Rossi', ""Chagrin D'amour"", 'Chemise']"
Sofish,['pop latino'],31,"['Iván Ivengo', 'Letón Pé', 'Immasoul']"
The Internet,"['alternative r&b', 'lgbtq+ hip hop']",61,"['Solange', 'Free Nationals', 'River Tiber']"
Change,"['disco', 'funk', 'minneapolis sound', 'post-disco']",44,"['D-Train', 'Gwen Guthrie', 'Melba Moore']"
Crackazat,"['deep house', 'uk house']",39,"['JT Donaldson', 'Dam Swindle', 'Coeo']"
Gwen Stefani,"['dance pop', 'pop']",75,"['Britney Spears', 'Fergie', 'Nelly Furtado']"
Mild High Club,"['indie garage rock', 'neo-psychedelic']",60,"['Harmless', 'SALES', 'Mac DeMarco']"
JAWNY,"['bedroom pop', 'pov: indie']",65,"['The Rare Occasions', 'Lonely God', 'Brooksie']"
Whitney Houston,"['dance pop', 'pop']",78,"['Lionel Richie', 'Céline Dion', 'Diana Ross']"
YALL,['electronic'],52,"['Gabriela Richardson', 'Parson James', 'Lilly Wood and The Prick']"
Madonna,"['dance pop', 'pop']",81,"['Annie Lennox', 'Ace of Base', 'Cher']"
Eric Carmen,"['new wave pop', 'soft rock', 'yacht rock']",64,"['Jennifer Warnes', 'Patrick Swayze', 'Bill Medley']"
Four Tops,"['classic soul', 'disco', 'motown', 'quiet storm', 'soul']",65,"['The Supremes', 'Jackie Wilson', 'Frankie Valli & The Four Seasons']"
Cardi B,"['pop', 'rap']",81,"['Nicki Minaj', 'Saweetie', 'DJ Khaled']"
Icona Pop,"['candy pop', 'dance pop', 'electropop', 'metropopolis', 'swedish electropop', 'swedish synthpop']",68,"['will.i.am', 'Kesha', 'LMFAO']"
The Walters,"['chicago indie', 'pov: indie']",73,"['Coyote Theory', 'Dent May', 'Ricky Montgomery']"
The National,"['chamber pop', 'indie folk', 'indie rock', 'indietronica', 'modern rock']",67,"['Phosphorescent', 'Sharon Van Etten', 'The War On Drugs']"
Aretha Franklin,"['classic soul', 'jazz blues', 'memphis soul', 'soul', 'southern soul', 'vocal jazz']",72,"['Stevie Wonder', 'Marvin Gaye', 'Otis Redding']"
Aaron Taylor,"['indie soul', 'uk contemporary r&b']",54,"['GeeJay', 'Otis Junior', 'Joel Culpepper']"
The Jackson 5,"['motown', 'soul']",67,"['Tammi Terrell', 'Marvin Gaye', 'Earth, Wind & Fire']"
KISS,"['glam rock', 'hard rock', 'rock']",73,"['AC/DC', ""Guns N' Roses"", 'Twisted Sister']"
Gloria Gaynor,"['disco', 'soft rock']",65,"['The Weather Girls', 'Village People', 'ABBA']"
David Guetta,"['big room', 'dance pop', 'edm', 'pop', 'pop dance']",90,"['Tiësto', 'Robin Schulz', 'Calvin Harris']"
10cc,"['album rock', 'art rock', 'classic rock', 'glam rock', 'mellow gold', 'new romantic', 'soft rock', 'symphonic rock', 'yacht rock']",61,"['Gerry Rafferty', 'America', 'Supertramp']"
Fat Dog,['crank wave'],44,"['Gurriers', 'BIG SPECIAL', 'DEADLETTER']"
Sam Smith,"['pop', 'uk pop']",84,"['Adele', 'Ed Sheeran', 'John Legend']"
Lil Nas X,['lgbtq+ hip hop'],76,"['24kGoldn', 'Masked Wolf', 'GAYLE']"
Aliyah's Interlude,['pop'],58,"['Lay Bankz', 'Britney Manson', 'MISS LUXURY']"
Phoenix,"['alternative dance', 'indie rock', 'modern rock', 'new rave', 'rock independant francais', 'shimmer pop']",69,"['Vampire Weekend', 'Two Door Cinema Club', 'Metronomy']"
Fusion Groove Orchestra,['garage house'],33,['Leo Pol', 'Bellaire', 'Berlioz']
Mae Stephens,['singer-songwriter pop'],63,"['Coi Leray', 'Kenya Grace', 'Em Beihold']"
Jalen Ngonda,['retro soul'],62,"['Thee Sacred Souls', 'Durand Jones', 'Durand Jones & The Indications']"
Adèle Castillon,['french indie pop'],64,"['Videoclub', 'Mattyeux', 'Vendredi sur Mer']"
Black Sea Dahu,"['swiss indie', 'swiss indie folk', 'swiss singer-songwriter', 'zurich indie']",47,"['Dekker', 'Long Tall Jefferson', ""L'aupaire""]"
Phil Collins,"['rock drums', 'soft rock']",78,"['Bryan Adams', 'TOTO', 'Foreigner']"
Joe la panic,['french indie pop'],24,"['Bolides', 'Sale Gamine', 'KANOU']"
Toco,"['japanese jazz fusion', 'japanese math rock']",33,"['NABOWA', 'bohemianvoodoo', 'ADAM at']"
Carl Karlsson,['pop'],18,"['Inês Marques Lucas', 'Filipe Karlsson', 'bombazine']"
Pitbull,"['dance pop', 'miami hip hop', 'pop']",86,"['Flo Rida', 'AFROJACK', 'will.i.am']"
Bob Marley & The Wailers,"['reggae', 'roots reggae']",82,"['The Wailers', 'Damian Marley', 'UB40']"
The Spinners,"['classic soul', 'disco', 'funk', 'motown', 'philly soul', 'quiet storm', 'soul', 'southern soul']",61,"[""The O'Jays"", 'The Isley Brothers', 'Gladys Knight & The Pips']"
Lesley Gore,"['brill building pop', 'bubblegum pop', 'classic girl group']",62,"['Nancy Sinatra', 'The Ronettes', 'Cass Elliot']"
Tom Jones,"['adult standards', 'british invasion']",67,"['Roy Orbison', 'Neil Diamond', 'Elvis Presley']"
EMMANUELLE,['pop'],38,"['Alex Rossi', 'Samaran', 'Whirlpool Productions']"
Indochine,"['chanson', 'french pop', 'french rock', 'french synthpop']",64,"['Calogero', 'Julien Doré', 'Jean-Louis Aubert']"
Il Etait Une Fois,"['chanson', 'classic french pop', 'ye ye']",41,"['Michel Berger', 'Pierre Bachelet', 'Hervé Cristiani']"
Sexy Sushi,"['electro trash', 'nantes indie']",46,"['Rebeka Warrior', 'Carla Pallone', 'Mansfield.TYA']"
PRIME,"['french indie pop,'french rap']",50,"['MysticMuse', 'dark academia', 'Hussain Ali']"
Johan Papaconstantino,['french indietronica'],44,"['Gaël Faye', 'Mouloudji', 'Catastrophe']"
Alice et Moi,"['french indie pop', 'french indietronica', 'nouvelle chanson francaise']",42,"['La Belle Vie', 'Pépite', 'Clio']"
Sally,"['french indie pop,'french rap']",39,"['Stefan Mahendra', 'XL Middleton', 'Reva DeVito']"
Elvis Presley,"['rock-and-roll', 'rockabilly']",80,"['Roy Orbison', 'Tom Jones', 'Chuck Berry']"
Agoria,"['deep disco house', 'microhouse', 'minimal techno']",49,"['Oliver Koletzki', 'andhim', 'Niconé']"
Niagara,"['crank wave', 'stockholm indie']",55,"['IDLES', 'Warmduscher', 'Wine Lips']"
Serge Gainsbourg,"['chanson', 'french rock']",56,"['Jacques Dutronc', 'Jane Birkin', 'Nino Ferrer']"
Yelle,"['alternative dance', 'electro-pop francais', 'electroclash', 'electropop', 'filter house', 'neo-synthpop', 'new rave']",45,"['MAI LAN', 'The Shoes', 'Make The Girl Dance']"
Clea Vincent,"['electro-pop francais', 'french indie pop', 'french indietronica', 'french synthpop']",45,"['Miel De Montagne', 'Lockhart', 'Minuit']"
Dolly Parton,"['classic country pop', 'country', 'country dawn']",75,"['Shania Twain', 'John Denver', 'Kenny Rogers']"
Naza,"['album rock', 'classic rock', 'glam metal', 'hard rock', 'rock']",60,"['Whitesnake', 'Scorpions', 'Foreigner']"
The Pointer Sisters,"['disco', 'girl group', 'hi-nrg', 'motown', 'new wave pop', 'soft rock']",65,"['Irene Cara', 'Tina Turner', 'The Weather Girls']"
"Grover Washington, Jr.",['soul jazz'],64,"['Bobby Caldwell', 'Earth, Wind & Fire', 'Frankie Valli']"
S-Crew,['french hip hop'],54,"['Jazzy Bazz', 'Népal', 'Vald']"
Old Jim,['hypertechno'],63,"['Niklas Dee', 'LIZOT', 'KYANU']"
Sixpence None The Richer,"['lilith', 'pop rock']",70,"['The Cranberries', 'Natalie Imbruglia', ""The La's""]"
Johnny Jane,['french indie pop'],61,"['Cherry Glazerr', 'Jordana', 'Big Thief']"
Max Bruch,"['classical', 'german romanticism', 'late romantic era']",45,"['César Franck', 'Anne-Sophie Mutter', 'Alisa Weilerstein']"
Gigi D'Agostino,"['eurodance', 'italo dance']",72,"['Guru Josh Project', 'A Touch Of Class', 'La Bouche']"
Ciao Venus,['french indie pop'],2,"['Nils Handz', 'PHILEMONE', 'Brothers']"
Mouloudji,"['chanson', 'ye ye']",44,"['Isabelle Pierre', 'Nino Ferrer', 'Bon Entendeur']"
Alex Rossi,['pop'],35,"['Cristalli Liquidi', 'Roberta Kelly', 'Punkin Machine']"
Nat King Cole,"['adult standards', 'easy listening', 'lounge', 'soul', 'swing', 'vocal jazz']",71,"['Dean Martin', 'Louis Armstrong', 'Frank Sinatra']"
Shigeru Suzuki,['classic city pop'],40,"['Sadistics', 'Hiroshi Sato', 'PIPER']"
Paradis,"['doom metal', 'gothic metal', 'groove metal', 'metal', 'uk doom metal']",50,"['Moonspell', 'Tiamat', 'My Dying Bride']"
Pilar Vega,['hip hop'],23,"['jeanie', 'Jess Meilman', 'Aviva La Viv']"
Bonnie Banane,"['electro-pop francais', 'french indietronica']",42,"['Muddy Monk', 'Malik Djoudi', 'Mou']"
Milky Chance,"['german pop', 'modern rock']",74,"['Vance Joy', 'alt-J', 'Empire Of The Sun']"
Clara Luciani,"['chanson', 'french pop']",59,"['Juliette Armanet', 'Julien Doré', 'Eddy de Pretto']"
Sacha Distel,"['chanson', 'ye ye']",44,"['Charles Trenet', 'Yves Montand', 'Nicole Croisille']"
Philippe Chany,['french soundtrack'],24,"[""l'Orchestre Oriental"", 'Philippe Chany & Les Nuls', 'Michel Bernholc']"
Brigitte Bardot,"['chanson', 'ye ye']",52,"['Françoise Hardy', 'Jane Birkin', 'Serge Gainsbourg']"
Nino Ferrer,['chanson'],50,"['Véronique Sanson', 'Jacques Dutronc', 'Alain Souchon']"
Charles Trenet,['chanson'],49,"['Yves Montand', 'Sacha Distel', 'Brigitte Bardot']"
Bertrand Belin,"['french indie pop', 'nouvelle chanson francaise']",44,"['Mathieu Boogaerts', 'Albin de la Simone', 'Arthur H']"
Jacques Brel,"['belgian singer-songwriter', 'chanson']",56,"['Barbara', 'Georges Brassens', 'Maxime Le Forestier']"
Ichon,['cloud rap francais'],43,"['Moussa', 'Swing', 'Enchantée Julia']"
Modjo Band,"['disco house', 'filter house']",65,"['Benjamin Diamond', 'Stardust', 'Alan Braxe']"
Piero Umiliani,['vintage italian soundtrack'],57,"['Sandro Brugnolini', 'Franco Bixio', 'Alessandro Alessandroni']"
Laurie Darmon,"['electro-pop francais', 'nouvelle chanson francaise']",51,"['Vanille', 'Bon Entendeur', 'Emma Peters']"
Rose,['k-pop'],78,"['LISA', 'JENNIE', 'KATSEYE']"
Pablo Bozzi,['electronic'],31,"['Kendal', 'Infravision', 'Alen Skanner']"
Disclosure,"['edm', 'house', 'indietronica', 'uk dance']",77,"['Route 94', 'Duke Dumont', 'Swedish House Mafia']"
Daniel Balavoine,"['chanson', 'french pop']",57,"['Michel Berger', 'Renaud', 'Jean-Jacques Goldman']"
Michel Delpech,['chanson'],52,"['Claude François', 'Michel Sardou', 'Julien Clerc']"
David Numwami,['french indie pop'],29,"['Grand Eugène', 'Ed Mount', 'Cousin Kula']"
MPL,['nouvelle chanson francaise'],52,"['Gaël Faye', 'Voyou', 'chien noir']"
Gillian Hills,['ye ye'],44,"['Brigitte Bardot', 'Joséphine Baker', 'Charles Trenet']"
LYNN,"['french indie pop,'french rap']",45,"['Myra', 'aupinard', 'Béesau']"
Emma Peters,['french pop'],63,"['Bon Entendeur', 'Laurie Darmon', 'Monaldin']"
Major Lazer,"['dance pop', 'edm', 'electro house', 'moombahton', 'pop', 'pop dance']",77,"['DJ Snake', 'Calvin Harris', 'Clean Bandit']"
Twenty One Pilots,"['modern rock', 'pop', 'pov: indie', 'rock']",84,"['Panic! At The Disco', 'Foster The People', 'Fall Out Boy']"
Pépite,"['french indie pop', 'french indietronica', 'french psychedelic']",44,"['Malik Djoudi', 'Voyou', 'Isaac Delusion']"
Georges Brassens,"['chanson', 'french rock']",54,"['Maxime Le Forestier', 'Claude Nougaro', 'Pierre Perret']"
DJ Snake,"['dance pop', 'edm', 'electronic trap', 'pop', 'pop dance']",79,"['Major Lazer', 'Calvin Harris', 'The Chainsmokers']"
Robin Sparkles,['pop'],27,"['How I Met Your Mother Cast', 'Cobie Smulders', 'Josh Radnor']"
Al Green,"['classic soul', 'funk', 'memphis soul', 'quiet storm', 'soul', 'soul blues', 'southern soul']",67,"['Marvin Gaye', 'Otis Redding', 'Bobby Womack']"
David Bowie,"['art rock', 'classic rock', 'glam rock', 'permanent wave', 'rock']",78,"['Talking Heads', 'The Rolling Stones', 'The Doors']"
Zé Roberto,['brazilian boogie'],44,"['Evinha', 'Dom Salvador & Abolição', 'Salinas']"
Dalida,['chanson'],60,"['Charles Aznavour', 'Alain Delon', 'Joe Dassin']"
Shouse,['aussietronica'],66,"['ACRAZE', 'Miggy Dela Rosa', 'Mufasa & Hypeman']"
A-Wall,['bedroom pop'],56,"['The Rare Occasions', 'Lonely God', 'Coyote Theory']"
TV Girl,['pov: indie'],84,"['Eyedress', 'Mac DeMarco', 'Alex G']"
Jack Harlow,"['deep underground hip hop', 'hip hop', 'kentucky hip hop', 'pop rap', 'rap']",80,"['JID', 'DJ Khaled', 'J. Cole']"
De Maynes,['classical'],46,"['Josh Kramer', 'Ali Toygar', 'Eric Badanti']"
Zara Larsson,"['pop', 'scandipop', 'swedish electropop', 'swedish pop']",78,"['Clean Bandit', 'Ellie Goulding', 'Bebe Rexha']"
INJI,['pop'],55,"['COBRAH', 'METTE', 'REYSHA RAMI']"
Laylow,"['cloud rap francais', 'french hip hop', 'pop urbaine']",68,"['Josman', 'Dinos', 'Damso']"
Rounhaa,['cloud rap francais'],53,"['Selug', 'Yvnnis', 'Khali']"
Amel Bent,['french pop'],53,"['Vitaa', 'Kendji Girac', 'M. Pokora']"
Pino D'Angiò,"['italo disco', 'neapolitan funk']",57,"['Nu Genea', 'Nada', 'Alan Sorrenti']"
Genesis,"['album rock', 'art rock', 'classic rock', 'hard rock', 'mellow gold', 'new romantic', 'progressive rock', 'rock', 'soft rock', 'symphonic rock']",68,"['Peter Gabriel', 'Supertramp', 'The Alan Parsons Project']"
Arctic Monkeys,"['garage rock', 'modern rock', 'permanent wave', 'rock', 'sheffield indie']",88,"['The Neighbourhood', 'Cage The Elephant', 'Surf Curse']"
