artistName,artistPop,artistGenre,artistRelated
Pitbull,86,"dance pop, miami hip hop, pop","Flo Rida, AFROJACK, will.i.am"
Yves Larock,50,disco house,"Laurent Wolf, Chris Willis, Joachim Garraud"
Therapie TAXI,61,"french indie pop, french pop, french rock, new french touch","Eddy de Pretto, Hoshi, BB Brunes"
Tonion,49,"lo-fi jazzhop, lo-fi study","Enluv, azayaka, Two Scents"
l'Outlander,45,"lo-fi jazzhop, lo-fi study","Sweet Medicine, Raimu, DaniSogen"
Sitting Duck,43,"lo-fi beats, lo-fi study","Pointy Features, Miramare, ""Chiccotes Beats"""
PnB Rock,70,"melodic rap, rap, trap","A Boogie Wit da Hoodie, Murda Beatz, NAV"
Rag'n'Bone Man,72,neo soul,"X Ambassadors, Imagine Dragons, KALEO"
The Black Keys,74,"alternative rock, blues rock, garage rock, indie rock, indietronica, modern blues rock, modern rock, punk blues, rock","The Raconteurs, The Heavy, The White Stripes"
YALL,52,electronic,"Gabriela Richardson, Parson James, Lilly Wood and The Prick"
Katy Perry,87,pop,"Kesha, Demi Lovato, Jessie J"
Aloe Blacc,65,"pop soul, r&b","CeeLo Green, Macklemore, Macklemore & Ryan Lewis"
Kacy & Clayton,44,"alternative country, canadian americana, canadian singer-songwriter, saskatchewan indie","Twain, Duff Thompson, Cut Worms"
Shaka Ponk,59,french rock,"Matmatah, Saez, Bertrand Cantat"
Kygo,82,"edm, pop, pop dance, tropical house","Alesso, Jonas Blue, Lost Frequencies"
Kinissue,46,"focus beats, lo-fi study","ticofaces, møndberg, Osaki"
Maroon 5,87,pop,"Shawn Mendes, Bruno Mars, Ed Sheeran"
Phil Collins,78,"rock drums, soft rock","Bryan Adams, TOTO, Foreigner"
Seal,64,"british soul, new wave pop","George Michael, Simply Red, Phil Collins"
Jacques Dutronc,50,"chanson, ye ye","Serge Gainsbourg, Michel Polnareff, Nino Ferrer"
Jul,84,"banda, musica mexicana, norteno, sad sierreno","Grupo Firme, Alfredo Olivas, Banda MS de Sergio Lizárraga"
The Weather Girls,56,"disco, hi-nrg","Gloria Gaynor, The Pointer Sisters, Village People"
Émile Bilodeau,44,"indie quebecois, pop quebecois","Les Colocs, Joseph Edgar, Les Trois Accords"
Oliver Heldens,69,"dutch house, edm, electro house, future house, house, pop dance, progressive electro house, progressive house","James Hype, Laidback Luke, Steve Angello"
The Human Experience,53,"high vibe, world fusion","DJ Drez, Evan Fraser, Vir McCoy"
Shy'm,49,"french pop, r&b francais","L5, Jenifer, Lorie"
The Notorious B.I.G.,80,"east coast hip hop, gangster rap, hardcore hip hop, hip hop, rap","2Pac, Ice Cube, Snoop Dogg"
Naza,60,"album rock, classic rock, glam metal, hard rock, rock","Whitesnake, Scorpions, Foreigner"
KILLY,51,"canadian hip hop, canadian trap, melodic rap","16yrold, Smokepurpp, Lil Gnar"
Prince,72,"funk, funk rock, minneapolis sound, rock, synth funk","Stevie Wonder, Chaka Khan, Daryl Hall & John Oates"
Doja Cat,87,"dance pop, pop","The Weeknd, Ariana Grande, Nicki Minaj"
Udo Lindenberg,59,"german pop, german rock","Herbert Grönemeyer, Sportfreunde Stiller, Adel Tawil"
Keri Hilson,71,"dance pop, hip pop, r&b, urban contemporary","Kelly Rowland, Omarion, Ciara"
Bob Dylan,75,"classic rock, country rock, folk, folk rock, rock, roots rock, singer-songwriter","Neil Young, Yusuf / Cat Stevens, Simon & Garfunkel"
Myke Towers,89,"reggaeton, trap latino, urbano latino","JHAYCO, Feid, Anuel AA"
Naughty Boy,63,uk contemporary r&b,"Madcon, Mike Posner, John Newman"
Charles Aznavour,67,chanson,"Dalida, Joe Dassin, Christophe"
Modjo Band,65,"disco house, filter house","Benjamin Diamond, Stardust, Alan Braxe"
Chromatics,60,"alternative dance, art pop, chillwave, dream pop, indietronica, modern dream pop, neo-synthpop","Lykke Li, Lana Del Rey, Blood Orange"
Zed Yun Pavarotti,41,"cloud rap francais, french hip hop","Lord Esperanza, Achile, Nusky"
Foals,63,"alternative dance, garage rock, indie rock, indietronica, modern alternative rock, modern rock, neo-synthpop, oxford indie, shimmer pop","Klaxons, Bloc Party, Kasabian"
Nothingtosay,54,"lo-fi beats, lo-fi study","D0d., Klemsis, alhivi"
M e a d o w,77,"classical, classical era","Ludwig van Beethoven, Johannes Brahms, Academy of St. Martin in the Fields"
NF,79,"hip hop, pop rap","Skylar Grey, Dax, blackbear"
Internet Money,71,"pop rap, trap","Roddy Ricch, Pop Smoke, Lil Mosey"
Dazz Band,48,"classic soul, disco, funk, motown, p funk, post-disco, quiet storm, soul","The Gap Band, Carl Carlton, Mary Jane Girls"
Vance Joy,78,"folk-pop, modern rock","The Lumineers, Of Monsters and Men, George Ezra"
Far East Movement,67,"asian american hip hop, dance pop, pop rap","Flo Rida, Timbaland, will.i.am"
Beth // James,7,austin americana,"Grant Kennedy, Andreas DeValera, Zac Scott"
MGMT,75,"alternative rock, indie rock, indietronica, modern rock, rock","Tame Impala, Foster The People, Peter Bjorn and John"
Rudy Raw,46,"lo-fi jazzhop, lo-fi study","Two Scents, Tonion, Mindeliq"
Bon Jovi,80,"glam metal, rock","Aerosmith, ""Guns N Roses"", Journey"
Bakermat,70,"minimal tech house, tropical house","Kronan, Nyaruach, Faul & Wad"
Mavine,38,lo-fi study,"hi jude, Nuver, Epona"
The Hollies,65,"album rock, british invasion, classic rock, folk rock, mellow gold, merseybeat, soft rock","Creedence Clearwater Revival, Bob Seger, Bachman-Turner Overdrive"
Ratatat,65,"brooklyn indie, indietronica","RJD2, Miike Snow, C2C"
Jack Harlow,80,"deep underground hip hop, hip hop, kentucky hip hop, pop rap, rap","JID, DJ Khaled, J. Cole"
"Emerson, Lake & Palmer",51,"album rock, art rock, blues rock, classic rock, folk rock, hard rock, mellow gold, progressive rock, singer-songwriter, soft rock, symphonic rock, synth prog","Jethro Tull, Focus, Wishbone Ash"
Rakoon,39,electro dub,"Bisou, Tetra Hydro K, Panda Dub"
Gambi,81,"atl hip hop, hip hop, rap","Tyler, The Creator, Frank Ocean, Kendrick Lamar"
Elley Duhé,76,alt z,"Tiësto, Whethan, MEDUZA"
Bad Bunny,95,"reggaeton, trap latino, urbano latino","Rauw Alejandro, Tainy, Feid"
Kool Shen,37,"french hip hop, rap conscient","Lino, JoeyStarr, Tandem"
mell-ø,54,"lo-fi beats, lo-fi study","Ambulo, Pueblo Vista, Nothingtosay"
Abel Korzeniowski,56,"compositional ambient, soundtrack","Jóhann Jóhannsson, Kerry Muzzey, Carlos Rafael Rivera"
Duffy,61,british soul,"Macy Gray, Eliza Doolittle, Gabriella Cilmi"
Kolton Moore & the Clever Few,54,red dirt,"Tanner Usrey, The Lowdown Drifters, Drayton Farley"
No Limit,55,"dirty south rap, gangster rap, new orleans rap, southern hip hop","Silkk The Shocker, TRU, 8Ball & MJG"
Black M,55,"french pop, pop urbaine, rap conscient","Soprano, Colonel Reyel, TAL"
Maiso Linua,40,lo-fi study,"TonybtM, Chau Sara, Yuforia"
Nokiaa,51,"chillhop, lo-fi beats, lo-fi study","B-Side, .Eehou, Mujo"
Alizée,53,french pop,"In-Grid, Geri Halliwell, Kate Ryan"
Siboy,45,"french hip hop, pop urbaine, rap francais","Kpoint, DJ Babs, 4Keus"
Loafy Building,52,lo-fi study,"Swink, Blurred Figures, Cosmic Koala"
Heuss L'enfoiré,67,"french hip hop, pop urbaine, rap francais","Gazo, Lacrim, Gambi"
$uicideboy$,87,"cloud rap, dark trap, new orleans rap, underground hip hop","Pouya, BONES, Germ"
Carter Burwell,53,soundtrack,"Craig Armstrong, Alexandre Desplat, The Chamber Orchestra Of London"
Flitz&Suppe,48,"chillhop, lo-fi beats","Leavv, Philanthrope, Psalm Trees"
YG,74,"cali rap, hip hop, pop rap, rap, southern hip hop, trap","Rick Ross, 2 Chainz, Gucci Mane"
First Aid Kit,62,"indie folk, swedish americana, swedish country","José González, Lissie, Ane Brun"
Gradur,63,"french hip hop, pop urbaine, r&b francais, rap francais","Alonzo, Naza, Kore"
Melanie C,56,"dance pop, europop, talent show","Sugababes, Emma Bunton, East 17"
Migos,77,"atl hip hop, hip hop, pop rap, rap, southern hip hop, trap","Meek Mill, Offset, Rae Sremmurd"
eugenio izzi,53,"lo-fi beats, lo-fi study","Ambulo, Yasumu, Hevi"
S N U G,49,"japanese chillhop, lo-fi study","Towerz, Jhove, kokoro"
Beastie Boys,70,"alternative rock, east coast hip hop, golden age hip hop, hip hop, old school hip hop, rap, rap rock, rock","Rage Against The Machine, Public Enemy, Run–D.M.C."
Jack Johnson,77,neo mellow,"John Mayer, Donavon Frankenreiter, The Lumineers"
Ambulo,53,"lo-fi beats, lo-fi study","Spencer Hunt, eugenio izzi, Towerz"
Intoku,45,lo-fi study,"Blvd., nytø, Spaniel Mac"
Fly Project,57,romanian pop,"Alexandra Stan, Nayer, INNA"
Kendrick Lamar,92,"conscious hip hop, hip hop, rap, west coast rap","Kanye West, A$AP Rocky, J. Cole"
Starpoint,35,"new jack swing, post-disco","Pretty Poison, Jesse Johnson, Jody Watley"
Electric Guest,55,"indietronica, la indie, shimmer pop","Broken Bells, Miike Snow, Generationals"
The Chi-Lites,47,"chicago soul, classic soul, disco, funk, quiet storm, soul, southern soul","Smokey Robinson, Smokey Robinson & The Miracles, The Stylistics"
Christophe Maé,59,"chanson, french pop","Claudio Capéo, Vianney, Grégoire"
Thaehan,50,lo-fi beats,"Chill Bros Studios, Sweetboikyle, Purrple Cat"
Brenton Wood,59,"classic soul, souldies","The Miracles, Billy Stewart, The Delfonics"
112,68,"atl hip hop, boy band, contemporary r&b, hip pop, r&b, urban contemporary","Jagged Edge, Faith Evans, Ashanti"
Grits,56,christian hip hop,"Fort Minor, Macklemore & Ryan Lewis, Chamillionaire"
Faces,58,"blues rock, classic rock, country rock, folk rock, glam rock, protopunk, psychedelic rock, roots rock, singer-songwriter","The Band, Buffalo Springfield, Tom Petty and the Heartbreakers"
Else,49,new french touch,"Jumo, Sarah Rebecca, Thylacine"
Fukkk Offf,41,"electro trash, fidget house, hamburg electronic","Cult Classique, Le Castle Vania, Max Brhon"
K/DA,63,k-pop girl group,"Wolftyla, Bekuh Boom, True Damage"
Osaki,47,lo-fi study,"møndberg, Kinissue, fourwalls"
Juicy J,75,"crunk, memphis hip hop, pop rap, rap, southern hip hop, trap","2 Chainz, Mike WiLL Made-It, YG"
Tin.,40,lo-fi study,"Kayba, Elk Beats, iasilma"
Vegedream,64,"french hip hop, pop urbaine, r&b francais","Soolking, Aya Nakamura, Marwa Loud"
Soso Maness,63,"french hip hop, pop urbaine, rap francais, rap marseille","Naps, SCH, Timal"
Gaël Faye,58,"french indie pop, french pop, nouvelle chanson francaise","Ben Mazué, -M-, MPL"
Gato,39,"jazz saxophone, latin soundtrack","Chuck Mangione, Deodato, Bob James"
ENRA,55,"lo-fi beats, lo-fi study","Sleepermane, morningtime, fnonose"
G-Unit,64,"gangster rap, hardcore hip hop, hip hop, nyc rap, pop rap, queens hip hop, rap, southern hip hop","Lloyd Banks, The Game, Makaveli"
SPEECHLESS,45,"japanese chillhop, lo-fi beats","drkmnd, chief., Retro Jungle"
Sofi Tukker,69,edm,"The Knocks, PNAU, Elderbrook"
Foster The People,75,"indietronica, modern alternative rock, modern rock, rock","MGMT, Capital Cities, GROUPLOVE"
Werenoi,79,"french hip hop, pop urbaine","Maes, UZI, Ninho"
Daniel Balavoine,57,"chanson, french pop","Michel Berger, Renaud, Jean-Jacques Goldman"
DaBaby,80,"hip hop, north carolina hip hop, pop rap, rap, trap","Roddy Ricch, Internet Money, Polo G"
The Alchemist,73,"alternative hip hop, drumless hip hop, hip hop, instrumental hip hop, west coast rap","Boldy James, Westside Gunn, Domo Genesis"
Frankie Goes To Hollywood,58,"dance rock, hi-nrg, new romantic, new wave, new wave pop, synthpop","Yazoo, Simple Minds, The Human League"
X Ambassadors,73,"modern alternative rock, modern rock, stomp pop","Bastille, Skylar Grey, KALEO"
Iyaz,67,"dance pop, pop rap, post-teen pop","Sean Kingston, Jay Sean, Taio Cruz"
Oliver Anthony Music,64,modern country pop,"Josh Meloy, Bryan Martin, Sam Barber"
Scorpions,74,"album rock, german hard rock, german metal, german rock, hard rock, rock","""Guns N Roses"", Aerosmith, Bon Jovi"
The Beatles,86,"british invasion, classic rock, merseybeat, psychedelic rock, rock","John Lennon, Paul McCartney, George Harrison"
Kate Bush,72,"art pop, art rock, baroque pop, new wave pop, permanent wave, piano rock, singer-songwriter","The Cardigans, Tears For Fears, The Cranberries"
j'san,52,"chillhop, lo-fi beats","Idealism, mommy, chief."
Darude,61,"eurodance, finnish edm","Alice Deejay, Eric Prydz, Zombie Nation"
RIDSA,60,french pop,"Kendji Girac, Soprano, Yanns"
L'Algérino,60,"french hip hop, pop urbaine, rap algerien, rap marseille","DJ Kayz, Lartiste, DJ Hamida"
Moha La Squale,59,"french hip hop, pop urbaine, rap francais","""RimK"", DTF, Sasso"
drkmnd,43,lo-fi beats,"Flovry, tender spring, chief."
Destiny's Child,73,"dance pop, girl group, pop, r&b, urban contemporary","Ciara, Mýa, TLC"
James Brown,64,"funk, soul, vocal jazz","""The J.B.s"", Curtis Mayfield, Sam & Dave"
Nelly Furtado,78,"canadian latin, canadian pop, dance pop, pop","Timbaland, Rihanna, Gwen Stefani"
Scatman John,56,eurodance,"Eiffel 65, O-Zone, Haddaway"
Michael Marcagi,73,americana,"Myles Smith, Good Neighbours, Mark Ambor"
Morad,80,"drill espanol, urbano espanol","SativaMusic, K y B, Beny Jr"
Nikki Lane,46,"alternative country, new americana, outlaw country","S.G. Goodman, The Unrighteous Brothers, Margo Price"
iñigo quintero,68,pop,"ATL Jacob, Formula Speed, Manuel Turizo"
Trinix,68,"bass trap, new french touch","Queen D, PLÜM, MR TOUT LE MONDE"
Donna Summer,65,"disco, hi-nrg, new wave pop, soft rock","Amii Stewart, Sylvester, Diana Ross"
R.I.O.,58,german dance,"Darius & Finlay, Mad Mark, Remady"
Salt-N-Pepa,62,"girl group, golden age hip hop, hip hop, hip pop, old school hip hop, queens hip hop","Montell Jordan, Run–D.M.C., DJ Jazzy Jeff & The Fresh Prince"
KAROL G,92,"reggaeton, reggaeton colombiano, urbano latino","Manuel Turizo, Maluma, Becky G"
The Alan Parsons Project,64,"album rock, art rock, classic rock, mellow gold, progressive rock, soft rock, symphonic rock","Supertramp, Genesis, Al Stewart"
Pharoahe Monch,53,"conscious hip hop, east coast hip hop, queens hip hop","KRS-One, M.O.P., ""Ol Dirty Bastard"""
DJ Shadow,63,"downtempo, electronica, instrumental hip hop, trip hop","Pharoahe Monch, Dr. Dre, Cypress Hill"
Colter Wall,71,"canadian americana, canadian contemporary country, outlaw country, saskatchewan indie","Tyler Childers, Brent Cobb, The Steeldrivers"
The Chain Gang Of 1974,48,shimmer pop,"Favored Nations, FMLYBND, Tony Castles"
The Prodigy,66,"big beat, breakbeat, dance rock, hardcore techno, rave","The Chemical Brothers, Fatboy Slim, Apollo 440"
Bronski Beat,66,"hi-nrg, new romantic, new wave, new wave pop, sophisti-pop, synthpop","Soft Cell, Kim Carnes, The Human League"
Pandrezz,52,lo-fi study,"G Mills, goosetaf, Epektase"
Nirvana,84,"grunge, permanent wave, rock","Foo Fighters, Pixies, System Of A Down"
Chau Sara,43,lo-fi study,"Nogymx, sftspkn, Ayzic"
BVG,48,"lo-fi chill, lo-fi study","møndberg, ""no ones perfect"", Ky akasha"
goosetaf,48,"chillhop, lo-fi beats","G Mills, Chris Mazuera, Epektase"
John Legend,77,"neo soul, pop, pop soul, urban contemporary","Sam Smith, Adele, Ed Sheeran"
Sum 41,75,"alternative metal, canadian pop punk, canadian punk, modern rock, pop punk, post-grunge, punk, rock","blink-182, Good Charlotte, Rise Against"
Kenya Grace,69,singer-songwriter pop,"Elley Duhé, cassö, RAYE"
W O L F C L U B,54,"british choir, cambridge choir, choral","Stephen Cleobury, John Rutter, Toronto Symphony Orchestra"
Stealers Wheel,64,folk rock,"Buffalo Springfield, Norman Greenbaum, The Rolling Stones"
Bobby Hebb,54,northern soul,"Dusty Springfield, Otis Redding, Bill Withers"
MR TOUT LE MONDE,63,new french touch,"PLÜM, Sara Costa, Queen D"
The Neighbourhood,86,"modern alternative rock, modern rock, pop","Beach Weather, Cults, Arctic Monkeys"
Aerosmith,77,"album rock, classic rock, hard rock, rock","""Guns N Roses"", Bon Jovi, Queen"
Sonic's Rendezvous Band,16,"protopunk, ""punk n roll""","Rocket From The Tombs, DMZ, The Nomads"
Ava Max,81,pop,"Anne-Marie, Bebe Rexha, Dua Lipa"
Megan Thee Stallion,83,"houston rap, pop, rap, trap queen","Tinashe, Doechii, Doja Cat"
Green Montana,62,"belgian hip hop, cloud rap francais, french hip hop, pop urbaine, rap belge, rap francais","Zed, Zola, Josman"
Soft Cell,66,"new romantic, new wave, new wave pop, synthpop","Dead Or Alive, Blondie, Eurythmics"
John Denver,71,"classic country pop, folk, folk rock, mellow gold, singer-songwriter, soft rock","Don McLean, Neil Diamond, Kenny Rogers"
Kalaido,45,japanese chillhop,"Huey Daze, Kupla, G Mills"
Ella Fitzgerald,69,"adult standards, jazz, jazz blues, soul, swing, vocal jazz","Billie Holiday, Sarah Vaughan, Julie London"
Genesis,68,"album rock, art rock, classic rock, hard rock, mellow gold, new romantic, progressive rock, rock, soft rock, symphonic rock","Peter Gabriel, Supertramp, The Alan Parsons Project"
Tom T. Hall,53,"classic country pop, outlaw country","Buck Owens, Bobby Bare, Loretta Lynn"
Roddy Ricch,78,"melodic rap, rap, trap","DaBaby, Pop Smoke, YNW Melly"
Emmit Fenn,66,"chill house, vapor soul","Elderbrook, Lavern, Leo Stannard"
Kenny Rogers,71,"classic country pop, country, nashville sound, soft rock","The Bellamy Brothers, Neil Diamond, Dr. Hook"
Tame Impala,81,"australian psych, modern rock, neo-psychedelic, rock","MGMT, Gorillaz, Mac DeMarco"
DARKSIDE,45,"downtempo, electronica","Nicolas Jaar, Felix Laband, Bonobo"
Johnny Cash,76,"arkansas country, outlaw country, rock","Willie Nelson, The Highwaymen, June Carter Cash"
Hugh Jackman,69,"hollywood, show tunes","The Greatest Showman Ensemble, Keala Settle, Zac Efron"
Mike Perry,63,"pop dance, swedish tropical house","Hot Shade, Seeb, Martin Jensen"
Allem Iversom,51,lo-fi study,"Loafy Building, H.1, Swink"
Nuver,47,lo-fi study,"stream_error, BVG, Ky akasha"
DaniSogen,48,japanese chillhop,"Raimu, Nogymx, Tenno"
The Spinners,61,"classic soul, disco, funk, motown, philly soul, quiet storm, soul, southern soul","""The OJays"", The Isley Brothers, Gladys Knight & The Pips"
Alexandre Desplat,65,"french soundtrack, orchestral soundtrack, soundtrack","Nicholas Hooper, Thomas Newman, Harry Gregson-Williams"
will.i.am,75,"dance pop, pop","Pitbull, Flo Rida, LMFAO"
Shawn Mendes,84,"canadian pop, pop, viral pop","Ed Sheeran, Charlie Puth, Sam Smith"
Juelz Santana,65,"gangster rap, harlem hip hop, hip pop, nyc rap, pop rap, trap","Lloyd Banks, Ludacris, Joe Budden"
Rudimental,72,"pop dance, uk dance, uk funky","Becky Hill, Ella Henderson, Jess Glynne"
Brett Dennen,49,"acoustic pop, indie folk, neo mellow","Amos Lee, Matt Costa, Bob Schneider"
Kikimoteleba,49,rap ivoire,"Pablo Mas, Vegedream, IVANN"
Danit,48,"dance pop, girl group, hip pop, r&b, urban contemporary","3LW, Dream, Willa Ford"
Rush,66,"album rock, canadian metal, classic canadian rock, classic rock, hard rock, progressive rock, rock","Yes, Van Halen, Led Zeppelin"
The Cornelius Brothers,58,"spirituals, vintage gospel, vocal harmony group","Rodney Atkins, Jon Pardi, Lee Brice"
Priscilla,58,"contemporary country, modern country pop","Ashley Cooke, MacKenzie Porter, Kameron Marlowe"
Plant Guy,45,lo-fi study,"møndberg, Zadbeatz, Kinissue"
Leto,30,"contemporary r&b, hip pop, r&b, urban contemporary","Tammy Rivera, Demetria McKinney, Xscap3"
Franco Micalizzi,40,vintage italian soundtrack,"Luis Bacalov, Annibale, Maurizio De Angelis"
Young Money,62,"dirty south rap, pop rap, rap, southern hip hop, trap","Waka Flocka Flame, T.I., 2 Chainz"
Pierre de Maere,55,french pop,"Adé, Hoshi, Nuit Incolore"
Davido,73,"afrobeats, afropop, azontobeats, ghanaian hip hop, nigerian pop","Wande Coal, Kizz Daniel, Ruger"
French Montana,76,"hip hop, pop rap, rap, southern hip hop, trap","Swae Lee, G-Eazy, Rae Sremmurd"
Diana Ross,66,"adult standards, disco, motown, quiet storm, soft rock, soul","Chaka Khan, Barry White, The Emotions"
Elisapie,38,"canadian folk, canadian indigenous music, indie quebecois, inuit pop","Jeremy Dutcher, Kanen, Laura Niquay"
Souffrance,41,"french hip hop, rap inde","Loko, Dany Dan, BEN plg"
Khutko,40,"lo-fi jazzhop, lo-fi study","Epona, Kaspa., TyLuv."
Empire Of The Sun,78,"australian dance, australian electropop, dance rock, indietronica, neo-synthpop","The Temper Trap, MGMT, Tame Impala"
Sexion d'Assaut,60,"french hip hop, french pop, pop urbaine, rap conscient","Black M, Youssoupha, ""Diams"""
